acronym,id,name
Xaf1,108343,XIAP associated factor 1
Zfp616,108344,zinc finger protein 616
Slfn5,108345,schlafen 5
Med13,108349,mediator complex subunit 13
Hsf5,108353,heat shock transcription factor family member 5
Gm801,108356,"gene model 801, (NCBI)"
Spata32,108358,spermatogenesis associated 32
Fads6,108360,"fatty acid desaturase domain family, member 6"
Slc7a15,108363,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 15"
4931412M21,108364,uncharacterized protein 4931412M21
Gm4166,108368,predicted gene 4166
D030072B18Rik,108371,RIKEN cDNA D030072B18 gene
Dtd2,108376,D-tyrosyl-tRNA deacylase 2
Prps1l3,108377,phosphoribosyl pyrophosphate synthetase 1-like 3
Fam179b,108379,"family with sequence similarity 179, member B"
Prpf39,108381,PRP39 pre-mRNA processing factor 39 homolog (yeast)
Abhd12b,108383,abhydrolase domain containing 12B
Slc39a9,108386,"solute carrier family 39 (zinc transporter), member 9"
Gm805,108387,predicted gene 805
Trmt61a,108390,tRNA methyltransferase 61A
A630043P06,108393,hypothetical protein A630043P06
A530046M15Rik,108395,RIKEN cDNA A530046M15 gene
Gm5082,108404,predicted gene 5082
Gfod1,108405,glucose-fructose oxidoreductase domain containing 1
C230040D14,108406,uncharacterized protein C230040D14
Rnf182,108407,ring finger protein 182
Gm5083,108408,predicted gene 5083
E030007A22Rik,108411,RIKEN cDNA E030007A22 gene
Nutm2,108412,NUT family member 2
Slc25a48,108413,"solute carrier family 25, member 48"
Gm5084,108415,predicted gene 5084
Zfp459,108417,zinc finger protein 459
Gm10037,108419,predicted gene 10037
Gm20554,108421,"predicted gene, 20554"
Gm9776,108425,predicted gene 9776
Gm5086,108426,predicted gene 5086
LOC328316,108427,hypothetical LOC328316
Gm807,108428,predicted gene 807
4932411K12Rik,108431,RIKEN cDNA 4932411K12 gene
Mast4,108433,microtubule associated serine/threonine kinase family member 4
D130037M23Rik,108434,RIKEN cDNA D130037M23 gene
Gm5087,108437,predicted gene 5087
LOC328362,108438,uncharacterized LOC328362
Zmiz1,108440,"zinc finger, MIZ-type containing 1"
LOC328369,108443,hypothetical LOC328369
Rft1,108444,RFT1 homolog (S. cerevisiae)
Sh2d4b,108447,SH2 domain containing 4B
D330046F09Rik,108449,RIKEN cDNA D330046F09 gene
Rnase9,108452,"ribonuclease, RNase A family, 9 (non-active)"
Parp4,108453,"poly (ADP-ribose) polymerase family, member 4"
Kcnrg,108455,potassium channel regulator
Gm810,108457,"gene model 810, (NCBI)"
Npm2,108461,nucleophosmin/nucleoplasmin 2
Gm5089,108469,predicted gene 5089
Skint7,108473,selection and upkeep of intraepithelial T cells 7
Gm20555,108474,"predicted gene, 20555"
9330182O14Rik,108480,RIKEN cDNA 9330182O14 gene
Apol10b,108484,apolipoprotein L 10B
Apol11b,108485,apolipoprotein L 11b
Ep300,108486,E1A binding protein p300
4930407I10Rik,108487,RIKEN cDNA 4930407I10 gene
7530416G11Rik,108490,RIKEN cDNA 7530416G11 gene
B230214G05Rik,108491,RIKEN cDNA B230214G05 gene
Tubgcp6,108492,"tubulin, gamma complex associated protein 6"
D630010B17Rik,108493,RIKEN cDNA D630010B17 gene
LOC328602,108495,"gene model 748, (NCBI)"
Vwa5b2,108506,von Willebrand factor A domain containing 5B2
LOC328644,108507,hypothetical gene supported by AK045595
Gm1968,108509,predicted gene 1968
Gm5091,108520,predicted gene 5091
Gm5092,108524,predicted gene 5092
Rab26,108525,"RAB26, member RAS oncogene family"
Prss34,108527,"protease, serine 34"
Mslnl,108529,mesothelin-like
Clpsl2,108530,colipase-like 2
Ubash3a,108532,"ubiquitin associated and SH3 domain containing, A"
Zfp414,108535,zinc finger protein 414
A530064D06Rik,108540,RIKEN cDNA A530064D06 gene
Treml2,108542,triggering receptor expressed on myeloid cells-like 2
D130084M03Rik,108543,RIKEN cDNA D130084M03 gene
C330011F03Rik,108544,RIKEN cDNA C330011F03 gene
Gm5094,108545,predicted gene 5094
E330032C10Rik,108549,RIKEN cDNA E330032C10 gene
Zscan30,108558,zinc finger and SCAN domain containing 30
LOC328919,108559,uncharacterized LOC328919
Mcc,108564,mutated in colorectal cancers
Gm5095,108566,predicted gene 5095
Arhgef37,108571,Rho guanine nucleotide exchange factor (GEF) 37
Spink10,108573,"serine peptidase inhibitor, Kazal type 10"
Zfp532,108575,zinc finger protein 532
A730085E03Rik,108577,RIKEN cDNA A730085E03 gene
6330513E13,108579,hypothetical protein 6330513E13
Zfp236,108582,zinc finger protein 236
Zfp516,108583,zinc finger protein 516
Atg2a,108586,autophagy related 2A
Gm815,108590,predicted gene 815
A830019P07Rik,108592,RIKEN cDNA A830019P07 gene
Pkd2l1,108594,polycystic kidney disease 2-like 1
Scd4,108595,stearoyl-coenzyme A desaturase 4
C230050L11,108598,hypothetical protein C230050L11
Cpa6,108602,carboxypeptidase A6
D430013K02,108603,hypothetical protein D430013K02
D030040B21Rik,108605,RIKEN cDNA D030040B21 gene
Hecw2,108613,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
Ankrd44,108614,ankyrin repeat domain 44
9130227L01Rik,108615,RIKEN cDNA 9130227L01 gene
9130024F11Rik,108616,RIKEN cDNA 9130024F11 gene
Abi2,108618,abl-interactor 2
AW046396,108620,expressed sequence AW046396
Unc80,108621,unc-80 homolog (C. elegans)
Gm816,108622,predicted gene 816
Rbm44,108624,RNA binding motif protein 44
A330041K01,108627,uncharacterized LOC329239
B230209K01Rik,108628,RIKEN cDNA B230209K01 gene
LOC329248,108630,similar to Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide (Phosphoinositide 3-Kinase-C2-beta) (PtdIns-3-kinase C2 beta) (PI3K-C2beta) (C2-PI3K)
Ppp1r12b,108631,"protein phosphatase 1, regulatory (inhibitor) subunit 12B"
Lgr6,108632,leucine-rich repeat-containing G protein-coupled receptor 6
Gm15850,108633,predicted gene 15850
Gm819,108634,"gene model 819, (NCBI)"
Dennd1b,108635,DENN/MADD domain containing 1B
C230024C17Rik,108636,RIKEN cDNA C230024C17 gene
Fam163a,108638,"family with sequence similarity 163, member A"
Tnn,108641,tenascin N
LOC329302,108643,similar to CDC42-binding protein kinase alpha; mytonic dystrophy kinase-related Cdc42-binding kinase
Syt14,108648,synaptotagmin XIV
B230218O03,108649,hypothetical protein B230218O03
Gm13387,108652,predicted gene 13387
Rnf224,108654,ring finger protein 224
Lcn6,108655,lipocalin 6
4932418E24Rik,108656,RIKEN cDNA 4932418E24 gene
Snhg7os,108658,"small nucleolar RNA host gene 7, opposite strand"
Dbhos,108659,"dopamine beta hydroxylase, opposite strand"
1700101E01Rik,108661,RIKEN cDNA 1700101E01 gene
Ptrh1,108664,peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)
C130021I20Rik,108665,Riken cDNA C130021I20 gene
5230400M03Rik,108669,RIKEN cDNA 5230400M03 gene
Gm824,108671,"gene model 824, (NCBI)"
Myo3b,108673,myosin IIIB
LOC329428,108676,hypothetical LOC329428
A330043C09Rik,108677,RIKEN cDNA A330043C09 gene
Gm14461,108680,predicted gene 14461
Accs,108682,1-aminocyclopropane-1-carboxylate synthase (non-functional)
Dcdc5,108685,doublecortin domain containing 5
Gm14015,108686,predicted gene 14015
Gm13986,108687,predicted gene 13986
Pla2g4e,108688,"phospholipase A2, group IVE"
Lcmt2,108689,leucine carboxyl methyltransferase 2
Ctdspl2,108690,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2"
1810024B03Rik,108691,RIKEN cDNA 1810024B03 gene
A730036I17Rik,108692,RIKEN cDNA A730036I17 gene
Il1bos,108693,"interleukin 1 beta, opposite strand"
Nol4l,108697,nucleolar protein 4-like
Efcab8,108698,EF-hand calcium binding domain 8
Bpi,108699,bactericidal permeablility increasing protein
Gm826,108702,predicted gene 826
Zfp335,108705,zinc finger protein 335
A530013C23Rik,108706,RIKEN cDNA A530013C23 gene
Birc7,108710,baculoviral IAP repeat-containing 7 (livin)
Fgf2os,108713,"fibroblast growth factor 2, opposite strand"
Fat4,108714,FAT tumor suppressor homolog 4 (Drosophila)
Gm20557,108715,"predicted gene, 20557"
Gm5103,108716,predicted gene 5103
Gm2447,108717,predicted gene 2447
Sertm1,108718,serine rich and transmembrane domain containing 1
Med12l,108722,mediator complex subunit 12-like
E130311K13Rik,108724,RIKEN cDNA E130311K13 gene
Fnip2,108726,folliculin interacting protein 2
Gm761,108728,"gene model 761, (NCBI)"
Fcrl5,108729,Fc receptor-like 5
D030034H08,108730,hypothetical protein D030034H08
BC107364,108737,cDNA sequence BC107364
Dennd2c,108738,DENN/MADD domain containing 2C
Fam19a3,108740,"family with sequence similarity 19, member A3"
4933431E20Rik,108741,RIKEN cDNA 4933431E20 gene
Aknad1,108743,AKNA domain containing 1
Fam102b,108744,"family with sequence similarity 102, member B"
Gm5105,108750,predicted gene 5105
Pigk,108753,"phosphatidylinositol glycan anchor biosynthesis, class K"
9330178D15Rik,108754,RIKEN cDNA 9330178D15 gene
Tmem67,108757,transmembrane protein 67
Gm11823,108758,predicted gene 11823
Lasc1,108760,uncharacterized protein 4931422A14
AI464131,108762,expressed sequence AI464131
Fam166b,108763,"family with sequence similarity 166, member B"
Gm829,108764,predicted gene 829
Tbc1d2,108765,"TBC1 domain family, member 2"
C630028M04Rik,108766,RIKEN cDNA C630028M04 gene
A530080P10,108768,hypothetical protein A530080P10
Frem1,108770,Fras1 related extracellular matrix protein 1
Gm12680,108772,predicted gene 12680
Dennd4c,108773,DENN/MADD domain containing 4C
Gm830,108774,predicted gene 830
Usp24,108778,ubiquitin specific peptidase 24
Tmem61,108779,transmembrane protein 61
Acot11,108780,acyl-CoA thioesterase 11
Skint9,108784,selection and upkeep of intraepithelial T cells 9
Skint2,108785,selection and upkeep of intraepithelial T cells 2
Col8a2,108791,"collagen, type VIII, alpha 2"
Gm831,108794,predicted gene 831
Catsper4,108796,"cation channel, sperm associated 4"
Gm832,108798,"gene model 832, (NCBI)"
Spata21,108800,spermatogenesis associated 21
C630004L07Rik,108801,RIKEN cDNA C630004L07 gene
Fhad1,108802,forkhead-associated (FHA) phosphopeptide binding domain 1
Ttll10,108810,"tubulin tyrosine ligase-like family, member 10"
Fam185a,108815,"family with sequence similarity 185, member A"
4933427G23Rik,108817,RIKEN cDNA 4933427G23 gene
Slc5a6,108819,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6"
Gm10440,108821,predicted gene 10440
Shisa3,108822,shisa family member 3
Gm5108,108823,predicted gene 5108
Adamts3,108827,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
Cxcl3,108828,chemokine (C-X-C motif) ligand 3
A430057O09,108831,uncharacterized protein A430057O09
4930458A03Rik,108837,RIKEN cDNA 4930458A03 gene
Hfm1,108838,"HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)"
F830003B07,108842,hypothetical protein F830003B07
C130026L21Rik,108843,RIKEN cDNA C130026L21 gene
Miat,108844,myocardial infarction associated transcript (non-protein coding)
Kctd10,108845,potassium channel tetramerisation domain containing 10
2610524H06Rik,108846,RIKEN cDNA 2610524H06 gene
Taok3,108847,TAO kinase 3
Gm16063,108848,predicted gene 16063
Ccdc63,108849,coiled-coil domain containing 63
Tmem120b,108850,transmembrane protein 120B
Gm836,108851,"gene model 836, (NCBI)"
Vps37b,108852,vacuolar protein sorting 37B (yeast)
Mblac1,108855,metallo-beta-lactamase domain containing 1
Gal3st4,108856,galactose-3-O-sulfotransferase 4
Sdk1,108857,sidekick homolog 1 (chicken)
4933411G11Rik,108858,RIKEN cDNA 4933411G11Rik gene
A730013O20Rik,108860,RIKEN cDNA A730013O20 gene
Pon2,108862,paraoxonase 2
Thsd7a,108864,"thrombospondin, type I, domain containing 7A"
Fam71f1,108867,"family with sequence similarity 71, member F1"
9430029A11Rik,108869,RIKEN cDNA 9430029A11 gene
D630045J12Rik,108870,RIKEN cDNA D630045J12 gene
Zfp786,108873,zinc finger protein 786
Gm5111,108874,predicted gene 5111
Fam188b,108879,"family with sequence similarity 188, member B"
9130221F21Rik,108882,RIKEN cDNA 9130221F21 gene
Dnah6,108885,"dynein, axonemal, heavy chain 6"
Gcfc2,108886,GC-rich sequence DNA binding factor 2
Fbxo41,108888,F-box protein 41
9530026P05Rik,108892,RIKEN cDNA 9530026P05 gene
Tmcc1,108895,transmembrane and coiled coil domains 1
D030044L04Rik,108896,RIKEN cDNA D030044L04 gene
Gm9946,108897,predicted gene 9946
B4galnt3,108898,"beta-1,4-N-acetyl-galactosaminyl transferase 3"
Cecr2,108899,"cat eye syndrome chromosome region, candidate 2"
4921513H07Rik,108903,RIKEN cDNA 4921513H07 gene
9330102E08Rik,108904,RIKEN cDNA 9330102E08 gene
Tmem52b,108905,transmembrane protein 52B
Gm766,108907,predicted gene 766
Far2,108911,fatty acyl CoA reductase 2
Tmem150b,108912,transmembrane protein 150B
Zfp78,108913,zinc finger protein 78
Zc3h4,108915,zinc finger CCCH-type containing 4
D830036C21Rik,108916,RIKEN cDNA D830036C21 gene
Ceacam16,108918,carcinoembryonic antigen-related cell adhesion molecule 16
Tmem145,108919,transmembrane protein 145
Nlrp9c,108920,"NLR family, pyrin domain containing 9C"
Zfp82,108923,zinc finger protein 82
Gm9801,108933,predicted gene 9801
Fan1,108935,FANCD2/FANCI-associated nuclease 1
Gm10619,108938,predicted gene 10619
Fam154b,108940,"family with sequence similarity 154, member B"
A530021J07Rik,108941,Riken cDNA A530021J07 gene
AI452102,108944,expressed sequence AI452102
Gm16938,108945,"predicted gene, 16938"
Gm5115,108946,predicted gene 5115
Nup98,108947,nucleoporin 98
Trim66,108948,tripartite motif-containing 66
9530064J02,108950,hypothetical protein 9530064J02
Btbd16,108955,BTB (POZ) domain containing 16
Dock1,108956,dedicator of cytokinesis 1
B4galnt4,108960,"beta-1,4-N-acetyl-galactosaminyl transferase 4"
Nctc1,108961,non-coding transcript 1
Ctxn1,108965,cortexin 1
4932443I19,108966,hypothetical protein 4932443I19
Nek5,108967,NIMA (never in mitosis gene a)-related expressed kinase 5
Htra4,108968,HtrA serine peptidase 4
1190028D05Rik,108978,RIKEN cDNA 1190028D05 gene
Gm10283,108979,predicted gene 10283
4732490P12,108982,hypothetical protein 4732490P12
Zfp866,108983,zinc finger protein 866
Hapln4,108984,hyaluronan and proteoglycan link protein 4
Rnf150,108989,ring finger protein 150
Lphn1,108990,latrophilin 1
Dhps,108991,deoxyhypusine synthase
4933402J07Rik,108993,RIKEN cDNA 4933402J07 gene
Gm2716,108994,predicted gene 2716
A630085K21,108995,hypothetical protein A630085K21
Drc7,108996,dynein regulatory complex subunit 7
Slc7a6,108999,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6"
6030452D12Rik,109000,RIKEN cDNA 6030452D12 gene
LOC330850,109002,uncharacterized LOC330850
Piwil4,109006,piwi-like RNA-mediated gene silencing 4
Gm16853,109009,"predicted gene, 16853"
Opcml,109011,opioid binding protein/cell adhesion molecule-like
Arhgap32,109014,Rho GTPase activating protein 32
Pate2,109018,prostate and testis expressed 2
Dixdc1,109019,DIX domain containing 1
AI593442,109021,expressed sequence AI593442
Hcn4,109026,"hyperpolarization-activated, cyclic nucleotide-gated K+ 4"
Snapc5,109029,"small nuclear RNA activating complex, polypeptide 5"
Slc51b,109030,"solute carrier family 51, beta subunit"
Ankrd34c,109034,ankyrin repeat domain 34C
Plscr5,109035,"phospholipid scramblase family, member 5"
4933400C23Rik,109036,RIKEN cDNA 4933400C23 gene
Slc9a9,109037,"solute carrier family 9 (sodium/hydrogen exchanger), member 9"
E330023G01Rik,109040,RIKEN cDNA E330023G01 gene
Gmppb,109042,GDP-mannose pyrophosphorylase B
Tgm4,109048,transglutaminase 4 (prostate)
A430089I19Rik,109054,RIKEN cDNA A430089I19 gene
Dgkk,109066,diacylglycerol kinase kappa
Gm5124,109071,predicted pseudogene 5124
Thoc2,109073,THO complex 2
Gm773,109077,predicted gene 773
C230004F18Rik,109078,RIKEN cDNA C230004F18 gene
Il1rapl1,109079,interleukin 1 receptor accessory protein-like 1
Rgag4,109081,retrotransposon gag domain containing 4
Gm5126,109084,predicted pseudogene 5126
Gm5127,109088,predicted gene 5127
Tceal5,109095,transcription elongation factor A (SII)-like 5
Serpina7,109096,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7"
E230019M04Rik,109097,RIKEN cDNA E230019M04 gene
AW822252,109102,expressed sequence AW822252
Gm777,109104,"gene model 777, (NCBI)"
Bend3,109105,BEN domain containing 3
Mapk15,109113,mitogen-activated protein kinase 15
Zdhhc23,109115,"zinc finger, DHHC domain containing 23"
Zscan10,109116,zinc finger and SCAN domain containing 10
Gm850,109117,"gene model 850, (NCBI)"
Grxcr2,109118,"glutaredoxin, cysteine rich 2"
Tigd3,109119,tigger transposable element derived 3
Kcnk18,109120,"potassium channel, subfamily K, member 18"
Nanos1,109121,nanos homolog 1 (Drosophila)
Lyg2,109122,lysozyme G-like 2
Lcn10,109125,lipocalin 10
Card9,109126,"caspase recruitment domain family, member 9"
BC051628,109129,cDNA sequence BC051628
Tfap2e,109135,"transcription factor AP-2, epsilon"
Gm853,109136,predicted gene 853
Tmem211,109139,transmembrane protein 211
Kcp,109141,kielin/chordin-like protein
Cox6b2,109144,cytochrome c oxidase subunit VIb polypeptide 2
Proser3,109146,proline and serine rich 3
Trim75,109150,tripartite motif-containing 75
Cngb1,109152,cyclic nucleotide gated channel beta 1
A4gnt,109155,"alpha-1,4-N-acetylglucosaminyltransferase"
Gpd1l,109156,glycerol-3-phosphate dehydrogenase 1-like
Zfp36l3,109163,"zinc finger protein 36, C3H type-like 3"
Gm15104,109168,predicted gene 15104
Frmpd4,109169,FERM and PDZ domain containing 4
Mamld1,109174,mastermind-like domain containing 1
Gm5134,109178,predicted gene 5134
N4bp2,109192,NEDD4 binding protein 2
LOC333872,109200,"gene model 865, (NCBI)"
Mia2,109344,melanoma inhibitory activity 2
Cog3,109358,component of oligomeric golgi complex 3
Gpr21,109365,G protein-coupled receptor 21
Ttc16,109367,tetratricopeptide repeat domain 16
Cntln,109368,"centlein, centrosomal protein"
Acad12,109369,"acyl-Coenzyme A dehydrogenase family, member 12"
Akap17b,109370,A kinase (PRKA) anchor protein 17B
Nell1,109371,NEL-like 1
D030022P06Rik,109372,RIKEN cDNA D030022P06 gene
Zfp780b,109373,zinc finger protein 780B
Fkbp15,109374,FK506 binding protein 15
Supv3l1,109378,"suppressor of var1, 3-like 1 (S. cerevisiae)"
B430212C06Rik,109379,RIKEN cDNA B430212C06 gene
Ust,109381,uronyl-2-sulfotransferase
Tmem241,109382,transmembrane protein 241
Trim65,109383,tripartite motif-containing 65
Slc41a2,109384,"solute carrier family 41, member 2"
Mia3,109385,melanoma inhibitory activity 3
Myo1d,109386,myosin ID
Fam109b,109387,"family with sequence similarity 109, member B"
Tmem220,109388,transmembrane protein 220
Nalcn,109389,"sodium leak channel, non-selective"
Endov,109390,endonuclease V
Map3k9,109391,mitogen-activated protein kinase kinase kinase 9
Atp6v1g3,109394,"ATPase, H+ transporting, lysosomal V1 subunit G3"
Cndp1,109414,carnosine dipeptidase 1 (metallopeptidase M20 family)
Morc3,109462,microrchidia 3
Fa2h,109513,fatty acid 2-hydroxylase
Kdm7a,109515,lysine (K)-specific demethylase 7A
Dppa1,110312,developmental pluripotency associated 1
Pramel4,110314,preferentially expressed antigen in melanoma like 4
Pramel6,110315,preferentially expressed antigen in melanoma like 6
Pramel7,110316,preferentially expressed antigen in melanoma like 7
Agap1,110324,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
2900097C17Rik,110340,RIKEN cDNA 2900097C17 gene
D830050J10Rik,110486,RIKEN cDNA D830050J10 gene
Caps2,110542,calcyphosphine 2
Plekhm1,110564,"pleckstrin homology domain containing, family M (with RUN domain) member 1"
A830036E02Rik,110616,RIKEN cDNA A830036E02 gene
Prss33,110623,"protease, serine 33"
Tas2r139,110640,"taste receptor, type 2, member 139"
Gjd3,110642,"gap junction protein, delta 3"
Egfl7,110643,EGF-like domain 7
Tas2r136,110649,"taste receptor, type 2, member 136"
Tas2r123,110651,"taste receptor, type 2, member 123"
Slc2a12,110652,"solute carrier family 2 (facilitated glucose transporter), member 12"
Txlng,110653,taxilin gamma
Gars,110655,glycyl-tRNA synthetase
Nr1d2,110666,"nuclear receptor subfamily 1, group D, member 2"
Adam32,110667,a disintegrin and metallopeptidase domain 32
Edc3,110669,enhancer of mRNA decapping 3 homolog (S. cerevisiae)
Zfp931,110686,zinc finger protein 931
Prune2,110689,prune homolog 2 (Drosophila)
Pcdha2,110703,protocadherin alpha 2
Pcdha8,110704,protocadherin alpha 8
Pcdhac1,110705,"protocadherin alpha subfamily C, 1"
Pcdhac2,110706,"protocadherin alpha subfamily C, 2"
Mrpl21,110710,mitochondrial ribosomal protein L21
Ltv1,110720,LTV1 homolog (S. cerevisiae)
Sfmbt2,110741,Scm-like with four mbt domains 2
Eras,110742,ES cell-expressed Ras
Clec18a,110746,"C-type lectin domain family 18, member A"
Tas2r115,110773,"taste receptor, type 2, member 115"
Rtl1,110774,retrotransposon-like 1
Muc6,110776,"mucin 6, gastric"
Opn5,110787,opsin 5
Gpr141,110789,G protein-coupled receptor 141
Oxct2b,110797,3-oxoacid CoA transferase 2B
Tmc4,110806,transmembrane channel-like gene family 4
Hcfc1r1,110808,host cell factor C1 regulator 1 (XPO1-dependent)
Cmtm1,110815,CKLF-like MARVEL transmembrane domain containing 1
Myo18a,111084,myosin XVIIIA
Zranb1,111250,"zinc finger, RAN-binding domain containing 1"
Mirg,119410,miRNA containing gene
Col27a1,119453,"collagen, type XXVII, alpha 1"
Nlrp12,119709,"NLR family, pyrin domain containing 12"
Nanos2,119714,nanos homolog 2 (Drosophila)
Txlnb,119715,taxilin beta
Pram1,119720,PML-RAR alpha-regulated adaptor molecule 1
Morn2,119722,MORN repeat containing 2
Bpifb3,119737,"BPI fold containing family B, member 3"
Serf2,119738,small EDRK-rich factor 2
9130019P16Rik,119792,RIKEN cDNA 9130019P16 gene
Lrrc24,119805,leucine rich repeat containing 24
3000002C10Rik,119819,RIKEN cDNA 3000002C10 gene
Fastkd5,119850,FAST kinase domains 5
Intu,119856,inturned planar cell polarity effector homolog (Drosophila)
Heca,119861,headcase homolog (Drosophila)
Gm1550,119862,"gene model 1550, (NCBI)"
Gm872,119869,predicted gene 872
Cfap54,119870,cilia and flagella associated protein 54
A230066D03Rik,119872,RIKEN cDNA A230066D03 gene
Acss3,119875,acyl-CoA synthetase short-chain family member 3
Lemd3,119877,LEM domain containing 3
Lin28b,119879,lin-28 homolog B (C. elegans)
Sec14l3,119883,SEC14-like 3 (S. cerevisiae)
Nefh,119884,"neurofilament, heavy polypeptide"
Gm3228,119885,predicted gene 3228
Cnrip1,119886,cannabinoid receptor interacting protein 1
Ccnjl,119889,cyclin J-like
Obscn,119891,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
Slc47a2,119892,"solute carrier family 47, member 2"
Shisa6,119893,shisa family member 6
Tmem102,119894,transmembrane protein 102
Spata22,119895,spermatogenesis associated 22
Rap1gap2,119897,RAP1 GTPase activating protein 2
Tlcd2,119898,TLC domain containing 2
Scarf1,119899,"scavenger receptor class F, member 1"
Rph3al,119900,rabphilin 3A-like (without C2 domains)
Mks1,119902,"Meckel syndrome, type 1"
LOC380720,119903,hypothetical LOC380720
Gm14206,119905,predicted gene 14206
Gm884,119908,predicted gene 884
Milr1,119910,mast cell immunoglobulin like receptor 1
Gm1566,119913,"gene model 1566, (NCBI)"
Gm1567,119915,"gene model 1567, (NCBI)"
AI852640,119916,expressed sequence AI852640
Gm887,119917,"gene model 887, (NCBI)"
Tssc1,119918,tumor suppressing subtransferable candidate 1
Atxn7l1,119919,ataxin 7-like 1
Lsmem1,119921,leucine-rich single-pass membrane protein 1
Gm890,119925,"gene model 890, (NCBI)"
D830013O20Rik,119926,RIKEN cDNA D830013O20 gene
Ccdc177,119928,coiled-coil domain containing 177
Slirp,119929,SRA stem-loop interacting RNA binding protein
Serpina11,119933,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11"
Gm1571,119934,"gene model 1571, (NCBI)"
Gm896,119935,"gene model 896, (NCBI)"
Begain,119936,brain-enriched guanylate kinase-associated
A230065H16Rik,119937,RIKEN cDNA A230065H16 gene
Ighe,119939,Immunoglobulin heavy constant epsilon
Ighg2a,119940,immunoglobulin heavy constant gamma 2A
Ighg,119941,Immunoglobulin heavy chain (gamma polypeptide)
Ighg3,119942,Immunoglobulin heavy constant gamma 3
Ighd,119943,immunoglobulin heavy constant delta
Mrs2,119956,MRS2 magnesium homeostasis factor homolog (S. cerevisiae)
Serpinb1c,119958,"serine (or cysteine) peptidase inhibitor, clade B, member 1c"
Lyrm4,119959,LYR motif containing 4
Stmnd1,119960,stathmin domain containing 1
AA987161,119966,expressed sequence AA987161
Tmem171,119968,transmembrane protein 171
AF067063,119974,cDNA sequence AF067063
Gm906,119975,predicted gene 906
LOC380889,119977,axonemal dynein heavy chain family member
Gm1582,119978,"gene model 1582, (NCBI)"
Gm15217,119981,predicted gene 15217
LOC380905,119985,similar to Tudor domain containing protein 4
Zfp395,119988,zinc finger protein 395
Gm1586,119989,"gene model 1586, (NCBI)"
Lrch1,119990,leucine-rich repeats and calponin homology (CH) domain containing 1
Siah3,119992,seven in absentia homolog 3 (Drosophila)
Gm1587,119993,predicted gene 1587
Dgkh,119994,"diacylglycerol kinase, eta"
Olfm4,119996,olfactomedin 4
Lmo7,119997,LIM domain only 7
9330188P03Rik,119999,RIKEN cDNA 9330188P03 gene
LOC380945,120007,similar to T-cell receptor alpha chain V region CTL-F3 precursor
D630005B22Rik,120009,RIKEN cDNA D630005B22 gene
Gm1592,120011,"gene model 1592, (NCBI)"
Alg10b,120013,"asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)"
Tmem106c,120017,transmembrane protein 106C
Fam186a,120021,"family with sequence similarity 186, member A"
Higd1c,120022,"HIG1 domain family, member 1C"
A330009N23Rik,120023,RIKEN cDNA A330009N23 gene
Zfat,120024,zinc finger and AT hook domain containing
Gm923,120029,"gene model 923, (NCBI)"
Kmt2d,120035,lysine (K)-specific methyltransferase 2D
LOC381034,120037,"gene model 929, (NCBI)"
Gm933,120042,predicted gene 933
Ccdc58,120043,coiled-coil domain containing 58
Unc93a,120047,unc-93 homolog A (C. elegans)
Gm1604b,120048,predicted gene 1604b
Ermard,120049,ER membrane associated RNA degradation
Zfp948,120052,zinc finger protein 948
Zfp229,120053,zinc finger protein 229
Casp16,120055,"caspase 16, apoptosis-related cysteine peptidase"
Npw,120057,neuropeptide W
LOC381076,120058,"gene model 937, (NCBI)"
Ccdc78,120059,coiled-coil domain containing 78
Tbc1d22b,120062,"TBC1 domain family, member 22B"
Dnph1,120069,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
Tmem232,120073,transmembrane protein 232
Rmdn2,120075,regulator of microtubule dynamics 2
Cdkl4,120077,cyclin-dependent kinase-like 4
Gm1610,120079,"gene model 1610, (NCBI)"
Gm1611,120080,"gene model 1611, (NCBI)"
Capn13,120081,calpain 13
Garem,120082,"GRB2 associated, regulator of MAPK1"
Gm947,120087,"gene model 947, (NCBI)"
Arl14epl,120088,ADP-ribosylation factor-like 14 effector protein-like
4930541O19Rik,120089,RIKEN cDNA 4930541O19 gene
Nrg2,120090,neuregulin 2
Greb1l,120093,growth regulation by estrogen in breast cancer-like
Ccdc68,120097,coiled-coil domain containing 68
Tmem151a,120104,transmembrane protein 151A
Ap5b1,120105,"adaptor-related protein complex 5, beta 1 subunit"
Slc22a20,120106,"solute carrier family 22 (organic anion transporter), member 20"
